TxFinish,Amount,Type,Service,Category
2023-10-17 19:37:42,21000,Withdraw,Airtel Money,Mobile Money
2023-10-17 19:39:18,57000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-17 19:40:04,1000,Deposit,Airtel Uganda,Airtime
2023-10-17 19:42:29,15000,Deposit,Lycamobile,Airtime
2023-10-17 19:45:03,1000,Deposit,Airtel Internet,Internet
2023-10-17 19:46:46,182000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 19:47:49,1000,Deposit,Airtel Internet,Internet
2023-10-17 19:51:34,80000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 19:54:11,80000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 19:59:18,9000,Withdraw,Airtel Money,Mobile Money
2023-10-17 20:00:25,12000,Withdraw,Airtel Money,Mobile Money
2023-10-17 20:07:13,500,Deposit,Airtel Internet,Internet
2023-10-17 20:08:10,1000,Deposit,Airtel Uganda,Airtime
2023-10-17 20:09:34,14400,Deposit,StarTimes TV,TV
2023-10-17 20:11:16,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-17 20:12:27,1000,Deposit,UMEME Yaka,Utilities
2023-10-17 20:13:54,3000,Deposit,Airtel Money,Mobile Money
2023-10-17 20:15:43,15700,Deposit,GOtv,TV
2023-10-17 20:18:05,1000,Deposit,MTN Mobile Internet,Internet
2023-10-17 20:18:44,1000,Deposit,MTN Mobile Internet,Internet
2023-10-17 20:19:19,1000,Deposit,Airtel Internet,Internet
2023-10-17 20:19:47,2000,Deposit,Airtel Uganda,Airtime
2023-10-17 20:20:21,1000,Deposit,MTN Uganda,Airtime
2023-10-17 20:23:37,14000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-17 20:26:08,1000,Deposit,MTN Uganda,Airtime
2023-10-17 20:27:45,20000,Withdraw,Airtel Money,Mobile Money
2023-10-17 20:29:16,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-17 20:31:26,30000,Withdraw,Airtel Money,Mobile Money
2023-10-17 20:32:13,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 20:33:39,19000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 20:35:09,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-17 20:36:57,2000,Deposit,MTN Mobile Internet,Internet
2023-10-17 20:39:06,1200,Deposit,Airtel Money,Mobile Money
2023-10-17 20:41:57,8000,Withdraw,Airtel Money,Mobile Money
2023-10-17 20:43:12,8000,Deposit,Lycamobile,Airtime
2023-10-17 20:45:51,21000,Deposit,Airtel Money,Mobile Money
2023-10-17 20:46:38,21000,Deposit,Airtel Money,Mobile Money
2023-10-17 20:48:05,6000,Deposit,Airtel Internet,Internet
2023-10-17 20:49:28,30000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-17 20:50:21,5000,Deposit,Airtel Uganda,Airtime
2023-10-17 20:51:16,10000,Deposit,Airtel Money,Mobile Money
2023-10-17 20:52:17,20000,Deposit,Airtel Money,Mobile Money
2023-10-17 20:53:08,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 20:57:28,10000,Deposit,UMEME Yaka,Utilities
2023-10-17 21:02:15,64000,Withdraw,Airtel Money,Mobile Money
2023-10-17 21:03:10,2000,Deposit,Airtel Internet,Internet
2023-10-17 21:04:50,15700,Deposit,GOtv,TV
2023-10-17 21:06:31,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-17 21:06:41,8000,Deposit,UMEME Yaka,Utilities
2023-10-17 21:08:15,1300,Deposit,Airtel Uganda,Airtime
2023-10-17 21:08:45,2000,Deposit,MTN Uganda,Airtime
2023-10-17 21:10:14,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 21:12:02,11000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 21:13:37,1000,Deposit,Airtel Internet,Internet
2023-10-17 21:17:22,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 21:19:42,1000,Deposit,MTN Uganda,Airtime
2023-10-17 21:20:33,500,Deposit,Airtel Internet,Internet
2023-10-17 21:21:23,1000,Deposit,Airtel Internet,Internet
2023-10-17 21:22:33,30000,Deposit,Lycamobile,Airtime
2023-10-17 21:23:36,15000,Deposit,Lycamobile,Airtime
2023-10-17 21:24:44,195000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-17 21:25:47,1000,Deposit,MTN Mobile Internet,Internet
2023-10-17 21:26:39,1500,Deposit,Lycamobile,Airtime
2023-10-17 21:27:10,1500,Deposit,Lycamobile,Airtime
2023-10-17 21:27:37,15000,Deposit,Lycamobile,Airtime
2023-10-17 21:28:38,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 21:29:29,1000,Deposit,Airtel Internet,Internet
2023-10-17 21:30:17,15000,Deposit,Lycamobile,Airtime
2023-10-17 21:30:58,30000,Deposit,Airtel Money,Mobile Money
2023-10-17 21:33:06,2500,Deposit,Airtel Uganda,Airtime
2023-10-17 21:36:31,5000,Deposit,Airtel Money,Mobile Money
2023-10-17 21:37:30,3000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 21:38:31,1000,Deposit,Airtel Internet,Internet
2023-10-17 21:39:19,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 21:39:57,5000,Deposit,Airtel Uganda,Airtime
2023-10-17 21:44:31,97000,Withdraw,Airtel Money,Mobile Money
2023-10-17 21:49:49,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-17 21:52:07,60000,Withdraw,Airtel Money,Mobile Money
2023-10-17 21:59:40,2000,Deposit,Airtel Uganda,Airtime
2023-10-17 22:08:39,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-17 22:10:55,1000,Deposit,MTN Uganda,Airtime
2023-10-17 22:16:47,10000,Withdraw,Airtel Money,Mobile Money
2023-10-18 07:41:26,2000,Deposit,UMEME Yaka,Utilities
2023-10-18 07:44:07,6000,Deposit,Airtel Money,Mobile Money
2023-10-18 07:50:10,1000,Deposit,Airtel Money,Mobile Money
2023-10-18 07:51:54,19000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 07:54:55,15000,Deposit,Airtel Money,Mobile Money
2023-10-18 07:59:06,2000,Deposit,UMEME Yaka,Utilities
2023-10-18 08:02:52,9000,Withdraw,Airtel Money,Mobile Money
2023-10-18 08:04:07,20000,Deposit,Airtel Money,Mobile Money
2023-10-18 08:05:56,10000,Deposit,Airtel Money,Mobile Money
2023-10-18 08:08:16,8000,Deposit,UMEME Yaka,Utilities
2023-10-18 08:10:03,5000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 08:10:39,1000,Deposit,Airtel Money,Mobile Money
2023-10-18 08:12:00,2000,Deposit,UMEME Yaka,Utilities
2023-10-18 08:17:34,2000,Deposit,Airtel Money,Mobile Money
2023-10-18 08:28:35,4000,Deposit,Airtel Money,Mobile Money
2023-10-18 08:33:50,10000,Deposit,Lycamobile,Airtime
2023-10-18 08:42:41,1500,Deposit,Airtel Money,Mobile Money
2023-10-18 08:43:36,14000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 08:44:28,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 08:46:04,500,Deposit,MTN Mobile Internet,Internet
2023-10-18 08:49:52,17000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 09:03:36,10000,Withdraw,Airtel Money,Mobile Money
2023-10-18 09:04:49,90000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 09:08:43,4000,Withdraw,Airtel Money,Mobile Money
2023-10-18 09:28:29,14500,Withdraw,Airtel Money,Mobile Money
2023-10-18 09:30:59,1000,Deposit,Airtel Internet,Internet
2023-10-18 09:36:10,5000,Deposit,UMEME Yaka,Utilities
2023-10-18 09:37:43,1000,Deposit,Airtel Internet,Internet
2023-10-18 09:40:06,5000,Deposit,UMEME Yaka,Utilities
2023-10-18 09:45:14,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 09:47:43,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 09:49:17,75650,Deposit,Tugende,Loans
2023-10-18 09:53:31,1000,Deposit,UMEME Yaka,Utilities
2023-10-18 09:54:10,500,Deposit,MTN Uganda,Airtime
2023-10-18 09:58:50,30450,Deposit,MOGO,Loans
2023-10-18 09:59:47,1000,Deposit,Airtel Internet,Internet
2023-10-18 10:05:32,2000,Deposit,UMEME Yaka,Utilities
2023-10-18 10:09:03,3000,Deposit,UMEME Yaka,Utilities
2023-10-18 10:09:53,2000,Deposit,Airtel Uganda,Airtime
2023-10-18 10:12:34,9000,Withdraw,Airtel Money,Mobile Money
2023-10-18 10:16:36,83861,Deposit,National Water,Utilities
2023-10-18 10:40:26,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 10:55:03,1000,Deposit,Airtel Internet,Internet
2023-10-18 11:03:06,60000,Withdraw,Airtel Money,Mobile Money
2023-10-18 11:07:05,2000,Deposit,Airtel Internet,Internet
2023-10-18 11:08:37,1000,Deposit,Airtel Internet,Internet
2023-10-18 11:13:40,1000,Deposit,Airtel Internet,Internet
2023-10-18 11:30:56,140000,Withdraw,Airtel Money,Mobile Money
2023-10-18 11:34:59,10000,Deposit,UMEME Yaka,Utilities
2023-10-18 11:36:36,1000,Deposit,Airtel Internet,Internet
2023-10-18 11:38:00,200000,Withdraw,Airtel Money,Mobile Money
2023-10-18 11:41:38,1000,Deposit,Airtel Internet,Internet
2023-10-18 11:42:46,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 11:43:55,20000,Deposit,UMEME Yaka,Utilities
2023-10-18 11:45:12,3000,Deposit,UMEME Yaka,Utilities
2023-10-18 11:47:03,259000,Deposit,Airtel Money,Mobile Money
2023-10-18 11:48:21,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 11:49:33,1500,Deposit,Airtel Money,Mobile Money
2023-10-18 11:50:49,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 11:55:20,52000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 12:05:11,10000,Deposit,UMEME Yaka,Utilities
2023-10-18 12:06:39,3000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 12:07:48,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 12:11:30,15000,Deposit,Lycamobile,Airtime
2023-10-18 12:19:24,1500,Deposit,Lycamobile,Airtime
2023-10-18 12:19:54,1500,Deposit,Lycamobile,Airtime
2023-10-18 12:20:28,1500,Deposit,Lycamobile,Airtime
2023-10-18 12:26:25,30000,Deposit,Lycamobile,Airtime
2023-10-18 12:29:50,15000,Deposit,Lycamobile,Airtime
2023-10-18 12:32:46,5000,Withdraw,Airtel Money,Mobile Money
2023-10-18 12:33:41,7500,Deposit,Airtel Internet,Internet
2023-10-18 12:45:05,3000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 12:49:15,19000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 12:51:26,1500,Deposit,Airtel Money,Mobile Money
2023-10-18 12:52:07,1000,Deposit,Airtel Internet,Internet
2023-10-18 12:52:58,7500,Deposit,Airtel Money,Mobile Money
2023-10-18 12:59:17,11000,Deposit,Airtel Money,Mobile Money
2023-10-18 13:00:27,5000,Deposit,UMEME Yaka,Utilities
2023-10-18 13:02:17,5000,Deposit,UMEME Yaka,Utilities
2023-10-18 13:07:58,5000,Withdraw,Airtel Money,Mobile Money
2023-10-18 13:11:48,1000,Deposit,Airtel Internet,Internet
2023-10-18 13:17:30,3000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 13:26:45,2000,Deposit,UMEME Yaka,Utilities
2023-10-18 13:34:30,10000,Deposit,UMEME Yaka,Utilities
2023-10-18 13:35:51,20000,Deposit,UMEME Yaka,Utilities
2023-10-18 13:36:50,15000,Deposit,Lycamobile,Airtime
2023-10-18 13:49:13,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 14:10:10,500,Deposit,Airtel Uganda,Airtime
2023-10-18 14:18:15,14000,Deposit,Airtel Money,Mobile Money
2023-10-18 14:22:13,500,Deposit,MTN Mobile Internet,Internet
2023-10-18 14:29:44,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 14:30:43,1000,Deposit,MTN Uganda,Airtime
2023-10-18 14:31:57,3000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 14:45:08,20000,Withdraw,Airtel Money,Mobile Money
2023-10-18 14:46:43,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 14:50:54,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 14:57:05,300000,Withdraw,Airtel Money,Mobile Money
2023-10-18 15:07:25,150000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 15:09:18,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 15:10:04,2500,Deposit,Airtel Money,Mobile Money
2023-10-18 15:15:18,22000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 15:20:05,1000,Deposit,Airtel Internet,Internet
2023-10-18 15:27:30,9000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 15:28:52,2000,Deposit,MTN Uganda,Airtime
2023-10-18 15:34:38,14000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 15:46:49,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 15:49:44,11000,Deposit,UMEME Yaka,Utilities
2023-10-18 15:54:39,1000,Deposit,MTN Uganda,Airtime
2023-10-18 15:56:05,20000,Deposit,UMEME Yaka,Utilities
2023-10-18 16:01:24,35000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 16:03:47,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 16:05:58,40000,Deposit,UMEME Yaka,Utilities
2023-10-18 16:10:39,1000,Deposit,Airtel Internet,Internet
2023-10-18 16:34:37,77500,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 16:38:04,205500,Withdraw,Airtel Money,Mobile Money
2023-10-18 16:39:55,1500,Deposit,Lycamobile,Airtime
2023-10-18 16:40:57,30000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 16:41:43,1000,Deposit,MTN Uganda,Airtime
2023-10-18 16:42:08,1000,Deposit,MTN Uganda,Airtime
2023-10-18 16:50:36,1000,Deposit,UMEME Yaka,Utilities
2023-10-18 16:52:32,20000,Withdraw,Airtel Money,Mobile Money
2023-10-18 16:53:36,15000,Deposit,Lycamobile,Airtime
2023-10-18 16:57:09,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 16:58:48,1000,Deposit,UMEME Yaka,Utilities
2023-10-18 17:00:56,10000,Deposit,Airtel Money,Mobile Money
2023-10-18 17:03:16,60000,Withdraw,Airtel Money,Mobile Money
2023-10-18 17:06:11,1000,Deposit,Airtel Internet,Internet
2023-10-18 17:11:07,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 17:14:56,1000,Deposit,Airtel Internet,Internet
2023-10-18 17:16:10,4300,Deposit,StarTimes TV,TV
2023-10-18 17:25:11,6000,Deposit,Airtel Internet,Internet
2023-10-18 17:26:24,105000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 17:29:50,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 17:30:38,50000,Deposit,Airtel Money,Mobile Money
2023-10-18 17:31:19,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 17:32:16,1000,Deposit,Airtel Internet,Internet
2023-10-18 17:34:06,123500,Deposit,SIMBATV,Internet
2023-10-18 17:46:10,500,Deposit,Airtel Internet,Internet
2023-10-18 17:50:08,11000,Withdraw,Airtel Money,Mobile Money
2023-10-18 18:10:01,1000,Deposit,Airtel Money,Mobile Money
2023-10-18 18:13:09,162000,Deposit,Airtel Money,Mobile Money
2023-10-18 18:19:44,10000,Deposit,UMEME Yaka,Utilities
2023-10-18 18:24:27,14400,Deposit,StarTimes TV,TV
2023-10-18 18:26:27,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 18:28:43,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 18:30:42,151000,Deposit,Airtel Money,Mobile Money
2023-10-18 18:31:40,500,Deposit,Airtel Internet,Internet
2023-10-18 18:34:49,15000,Withdraw,Airtel Money,Mobile Money
2023-10-18 18:37:32,184000,Withdraw,Airtel Money,Mobile Money
2023-10-18 18:39:44,1000,Deposit,Airtel Money,Mobile Money
2023-10-18 18:43:52,5000,Deposit,UMEME Yaka,Utilities
2023-10-18 18:47:03,50000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 18:49:02,10000,Deposit,UMEME Yaka,Utilities
2023-10-18 18:50:37,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 18:52:09,21000,Deposit,StarTimes TV,TV
2023-10-18 18:53:25,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 18:54:02,1000,Deposit,Airtel Internet,Internet
2023-10-18 18:55:04,2000,Deposit,Airtel Internet,Internet
2023-10-18 18:57:01,500,Deposit,Airtel Uganda,Airtime
2023-10-18 19:12:38,19500,Withdraw,Airtel Money,Mobile Money
2023-10-18 19:13:43,8000,Deposit,Airtel Money,Mobile Money
2023-10-18 19:14:40,5000,Deposit,UMEME Yaka,Utilities
2023-10-18 19:15:15,1000,Deposit,Airtel Money,Mobile Money
2023-10-18 19:15:54,4000,Withdraw,Airtel Money,Mobile Money
2023-10-18 19:17:44,28000,Withdraw,Airtel Money,Mobile Money
2023-10-18 19:18:59,125000,Withdraw,Airtel Money,Mobile Money
2023-10-18 19:23:10,820000,Deposit,Airtel Money,Mobile Money
2023-10-18 19:24:00,1000,Deposit,Airtel Internet,Internet
2023-10-18 19:24:37,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 19:25:22,11000,Withdraw,Airtel Money,Mobile Money
2023-10-18 19:26:10,1000,Deposit,UMEME Yaka,Utilities
2023-10-18 19:26:55,45000,Withdraw,Airtel Money,Mobile Money
2023-10-18 19:27:58,2000,Deposit,Airtel Uganda,Airtime
2023-10-18 19:31:06,5000,Deposit,Airtel Uganda,Airtime
2023-10-18 19:33:17,2000,Deposit,MTN Uganda,Airtime
2023-10-18 19:37:19,390000,Withdraw,Airtel Money,Mobile Money
2023-10-18 19:42:36,320000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 19:51:30,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 19:53:08,1000,Deposit,Airtel Money,Mobile Money
2023-10-18 19:53:54,6000,Deposit,Airtel Money,Mobile Money
2023-10-18 19:54:50,42000,Deposit,Airtel Money,Mobile Money
2023-10-18 19:55:37,1000,Deposit,Airtel Internet,Internet
2023-10-18 19:59:14,7000,Deposit,Airtel Money,Mobile Money
2023-10-18 20:00:38,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 20:02:27,4000,Withdraw,Airtel Money,Mobile Money
2023-10-18 20:05:01,500,Deposit,MTN Mobile Internet,Internet
2023-10-18 20:05:52,15000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 20:16:04,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 20:17:42,2000,Deposit,Airtel Money,Mobile Money
2023-10-18 20:20:58,15000,Withdraw,Airtel Money,Mobile Money
2023-10-18 20:27:30,1000,Deposit,UMEME Yaka,Utilities
2023-10-18 20:28:16,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 20:28:52,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 20:29:22,2000,Deposit,Airtel Money,Mobile Money
2023-10-18 20:32:15,10000,Withdraw,Airtel Money,Mobile Money
2023-10-18 20:33:08,55000,Deposit,Airtel Money,Mobile Money
2023-10-18 20:34:05,1000,Deposit,Airtel Internet,Internet
2023-10-18 20:35:53,1000,Deposit,Airtel Internet,Internet
2023-10-18 20:37:19,11000,Deposit,Airtel Money,Mobile Money
2023-10-18 20:39:07,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 20:39:56,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 20:41:45,1000,Deposit,Airtel Internet,Internet
2023-10-18 20:46:30,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 20:48:57,4300,Deposit,StarTimes TV,TV
2023-10-18 20:50:11,1000,Deposit,Airtel Internet,Internet
2023-10-18 20:52:11,15000,Deposit,Lycamobile,Airtime
2023-10-18 20:52:59,30000,Deposit,Lycamobile,Airtime
2023-10-18 20:54:34,20000,Withdraw,Airtel Money,Mobile Money
2023-10-18 20:56:57,20000,Deposit,Airtel Money,Mobile Money
2023-10-18 20:58:04,2000,Deposit,Airtel Uganda,Airtime
2023-10-18 20:59:35,2000,Deposit,Airtel Internet,Internet
2023-10-18 21:00:27,500,Deposit,Airtel Internet,Internet
2023-10-18 21:01:23,1000,Deposit,Airtel Internet,Internet
2023-10-18 21:10:51,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 21:12:31,32000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 21:13:18,2000,Deposit,Airtel Uganda,Airtime
2023-10-18 21:13:57,1000,Deposit,MTN Uganda,Airtime
2023-10-18 21:16:27,2000,Deposit,Airtel Money,Mobile Money
2023-10-18 21:22:50,45000,Withdraw,Airtel Money,Mobile Money
2023-10-18 21:24:34,20000,Withdraw,Airtel Money,Mobile Money
2023-10-18 21:30:53,24000,Withdraw,Airtel Money,Mobile Money
2023-10-18 21:32:15,5000,Deposit,Airtel Money,Mobile Money
2023-10-18 21:33:31,10000,Deposit,Lycamobile,Airtime
2023-10-18 21:35:03,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-18 21:36:17,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 21:37:02,2000,Deposit,MTN Uganda,Airtime
2023-10-18 21:39:10,15000,Deposit,Lycamobile,Airtime
2023-10-18 21:40:14,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 21:47:17,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-18 21:48:41,1000,Deposit,Airtel Internet,Internet
2023-10-18 21:49:40,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 21:50:18,21000,Withdraw,Airtel Money,Mobile Money
2023-10-18 21:51:03,1000,Deposit,MTN Mobile Internet,Internet
2023-10-18 21:51:50,1000,Deposit,Airtel Uganda,Airtime
2023-10-18 21:52:34,1000,Deposit,Airtel Internet,Internet
2023-10-18 21:53:31,2000,Deposit,UMEME Yaka,Utilities
2023-10-18 21:54:27,10000,Deposit,UMEME Yaka,Utilities
2023-10-18 22:12:46,13500,Withdraw,Airtel Money,Mobile Money
2023-10-19 07:39:44,1000,Deposit,Airtel Internet,Internet
2023-10-19 07:40:54,1000,Deposit,Airtel Uganda,Airtime
2023-10-19 07:43:03,13000,Deposit,MTN Mobile Money,Mobile Money
2023-10-19 07:54:22,21000,Deposit,MTN Mobile Money,Mobile Money
2023-10-19 08:00:18,500,Deposit,Airtel Internet,Internet
2023-10-19 08:04:33,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-19 08:07:50,5000,Deposit,Airtel Internet,Internet
2023-10-19 08:08:40,1000,Deposit,Airtel Internet,Internet
2023-10-19 08:13:40,500000,Withdraw,Airtel Money,Mobile Money
2023-10-19 08:14:43,253950,Deposit,URA,Taxes
2023-10-19 08:18:07,253950,Deposit,URA,Taxes
2023-10-19 08:19:55,14000,Withdraw,Airtel Money,Mobile Money
2023-10-19 08:21:09,2000,Deposit,Airtel Internet,Internet
2023-10-19 08:23:52,250000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-19 08:28:30,77650,Deposit,Tugende,Loans
2023-10-19 08:31:43,1000,Deposit,MTN Mobile Internet,Internet
2023-10-19 08:36:08,10000,Deposit,UMEME Yaka,Utilities
2023-10-19 08:41:25,30000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-19 08:42:15,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-19 08:47:03,2000,Deposit,MTN Mobile Internet,Internet
2023-10-19 08:50:07,20000,Deposit,MTN Mobile Money,Mobile Money
2023-10-19 08:51:21,1000,Deposit,Airtel Internet,Internet
2023-10-19 08:52:06,21000,Deposit,Airtel Money,Mobile Money
2023-10-19 08:52:56,1000,Deposit,MTN Mobile Internet,Internet
2023-10-19 08:53:49,2000,Deposit,UMEME Yaka,Utilities
2023-10-19 08:55:08,1000,Deposit,Airtel Uganda,Airtime
2023-10-19 09:17:16,1000,Deposit,Airtel Internet,Internet
2023-10-19 09:17:41,2000,Deposit,Airtel Uganda,Airtime
2023-10-19 09:18:35,2000,Deposit,MTN Uganda,Airtime
2023-10-19 09:23:33,1000,Deposit,Airtel Internet,Internet
2023-10-19 09:28:57,2000,Deposit,Airtel Internet,Internet
2023-10-19 09:39:02,5000,Deposit,MTN Mobile Internet,Internet
2023-10-19 09:39:46,1000,Deposit,Airtel Internet,Internet
2023-10-19 09:40:36,1000,Deposit,UMEME Yaka,Utilities
2023-10-19 09:41:50,5000,Deposit,MTN Mobile Internet,Internet
2023-10-19 09:42:50,1000,Deposit,MTN Uganda,Airtime
2023-10-19 09:45:59,4300,Deposit,StarTimes TV,TV
2023-10-19 09:46:48,500,Deposit,MTN Mobile Internet,Internet
2023-10-19 10:00:23,5000,Deposit,Airtel Internet,Internet
2023-10-19 10:07:48,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-19 10:08:31,500,Deposit,Airtel Uganda,Airtime
2023-10-19 10:15:52,5000,Deposit,Airtel Uganda,Airtime
2023-10-19 10:19:08,1000,Deposit,Airtel Internet,Internet
2023-10-19 10:32:51,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-19 10:35:44,15000,Deposit,Lycamobile,Airtime
2023-10-19 10:52:01,125500,Withdraw,Airtel Money,Mobile Money
2023-10-19 10:54:10,1000,Deposit,Airtel Internet,Internet
2023-10-19 10:54:55,500,Deposit,MTN Mobile Internet,Internet
2023-10-19 10:59:03,6500,Deposit,MTN Mobile Money,Mobile Money
2023-10-19 10:59:56,45000,Deposit,Airtel Money,Mobile Money
2023-10-19 11:03:33,21000,Deposit,StarTimes TV,TV
2023-10-19 11:04:53,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-19 11:06:53,11000,Deposit,UMEME Yaka,Utilities
2023-10-19 11:09:16,1000,Deposit,MTN Mobile Internet,Internet
2023-10-19 11:11:12,2000,Deposit,Airtel Internet,Internet
2023-10-19 11:12:06,2000,Deposit,Airtel Internet,Internet
2023-10-19 11:12:47,22000,Deposit,Airtel Money,Mobile Money
2023-10-19 11:26:24,1000,Deposit,MTN Uganda,Airtime
2023-10-19 11:28:49,1000,Deposit,Airtel Internet,Internet
2023-10-19 11:29:50,9000,Withdraw,Airtel Money,Mobile Money
2023-10-19 11:30:55,8000,Deposit,MTN Mobile Money,Mobile Money
2023-10-19 11:32:12,1000,Deposit,Airtel Internet,Internet
2023-10-19 11:33:59,1000,Deposit,MTN Uganda,Airtime
2023-10-19 11:36:53,5000,Deposit,Airtel Money,Mobile Money
2023-10-19 11:39:29,17000,Withdraw,Airtel Money,Mobile Money
2023-10-19 11:42:00,8000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-19 11:55:52,1000,Deposit,MTN Mobile Internet,Internet
2023-10-19 11:57:24,5000,Deposit,UMEME Yaka,Utilities
2023-10-19 11:58:46,11500,Deposit,Airtel Money,Mobile Money
2023-10-19 12:00:51,1000,Deposit,Airtel Money,Mobile Money
2023-10-19 12:10:57,300000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-19 12:13:10,500,Deposit,Airtel Internet,Internet
2023-10-19 12:16:32,190000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-19 12:24:53,1000,Deposit,Airtel Money,Mobile Money
2023-10-19 12:49:03,1000,Deposit,MTN Mobile Internet,Internet
2023-10-19 13:07:24,5000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-19 13:09:34,200000,Withdraw,MTN Mobile Money,Mobile Money
